ticketer,encoded_0,encoded_1,encoded_2,encoded_3,encoded_4,encoded_5,encoded_6,encoded_7
BA,4.837734222412109,-2.7754263877868652,-15.386207580566406,-8.909576416015625,0.39863699674606323,9.931217193603516,15.542206764221191,-5.2969136238098145
BAC,-0.3556828200817108,-12.801892280578613,-28.020898818969727,6.012727737426758,0.9124945998191833,14.162689208984375,19.019140243530273,7.76426362991333
BALL,4.754880905151367,-8.463549613952637,-18.705780029296875,-8.142281532287598,-3.2352349758148193,16.357606887817383,20.598026275634766,3.076045274734497
BAX,8.096363067626953,-3.133338451385498,-18.4201602935791,-4.865556716918945,2.187704086303711,14.314838409423828,18.973140716552734,8.59648323059082
BBY,3.279158115386963,-2.8036422729492188,-21.729652404785156,2.7704739570617676,2.473978042602539,16.027040481567383,19.072538375854492,13.642544746398926
BDX,5.962357044219971,-4.007911205291748,-19.110797882080078,-6.929444313049316,-1.740816593170166,14.854227066040039,21.982885360717773,7.235093116760254
BEN,6.030137062072754,-2.802476406097412,-20.387544631958008,-0.8347181081771851,-0.4665907025337219,13.757129669189453,19.871082305908203,2.642463445663452
BG,-9.2974853515625,-10.158427238464355,-2.6597342491149902,-12.339184761047363,-9.739391326904297,7.889554500579834,12.498323440551758,6.184847354888916
BIIB,1.6473464965820312,-6.016599655151367,-10.631134033203125,-11.195738792419434,-6.117919921875,9.623804092407227,15.737405776977539,-5.222873210906982
BK,-12.578920364379883,-6.243934631347656,-18.807064056396484,2.410454273223877,6.062108039855957,-7.3419342041015625,6.023715019226074,19.070093154907227
BKNG,0.5764579772949219,-11.651666641235352,-19.87143898010254,-12.46583080291748,-3.503687858581543,15.494485855102539,19.110599517822266,-0.09984372556209564
BKR,2.606112480163574,-8.094038009643555,-21.391820907592773,-11.245231628417969,-0.5357676148414612,12.560178756713867,20.006683349609375,-1.9315571784973145
BLDR,-8.535888671875,-10.40933895111084,-10.876439094543457,-17.255783081054688,-7.154792785644531,6.657441139221191,12.33141803741455,-6.907065391540527
BLK,3.5037612915039062,-5.49972677230835,-17.70989990234375,-10.916263580322266,0.03729909658432007,8.891790390014648,17.576751708984375,-5.025022029876709
BMY,5.354053497314453,-5.661558151245117,-17.542190551757812,-10.921036720275879,-2.12054705619812,13.724721908569336,20.672895431518555,2.1773993968963623
BR,4.6061601638793945,5.905926704406738,-0.43021929264068604,-6.576833724975586,-11.020806312561035,7.259068965911865,13.96119213104248,3.1765496730804443
BRO,6.100278854370117,-5.13627815246582,-20.630373001098633,-8.138564109802246,-0.03001004457473755,13.222463607788086,20.6915225982666,0.5645544528961182
BSX,5.353946685791016,-4.266456127166748,-18.893831253051758,-10.599162101745605,-0.006020605564117432,13.17690658569336,18.489608764648438,-1.9414243698120117
BX,4.408866882324219,-5.652870178222656,-22.724485397338867,-8.987403869628906,1.8353466987609863,13.59713363647461,19.171110153198242,-2.1274752616882324
BXP,5.518211364746094,-5.371036529541016,-16.566761016845703,-11.781859397888184,-0.5817204117774963,13.006534576416016,17.42342185974121,-1.226227045059204
C,-2.195002555847168,-13.15288257598877,-19.007787704467773,-5.973202705383301,0.5372018218040466,19.664888381958008,6.603116989135742,12.534025192260742
CAG,0.9799385070800781,-15.315442085266113,-23.20257568359375,-6.297058582305908,-2.890315055847168,16.574373245239258,21.30913543701172,7.24623441696167
CAH,-0.3214835822582245,1.859583854675293,-15.957176208496094,-6.2764434814453125,-10.189016342163086,5.343310356140137,30.857078552246094,9.099629402160645
CARR,-0.9513492584228516,-5.622905254364014,-16.05015754699707,-13.982359886169434,-0.640801727771759,3.3915069103240967,16.680574417114258,-7.759773254394531
CAT,-2.325284004211426,-9.063940048217773,-11.328237533569336,-8.633995056152344,-0.4404667019844055,6.188094615936279,9.243940353393555,-2.1109471321105957
CB,4.027738094329834,-6.392094135284424,-19.669523239135742,-10.567231178283691,-1.3047189712524414,12.272031784057617,20.338075637817383,-2.0343451499938965
CBOE,3.704805850982666,-5.772003650665283,-17.86914825439453,-10.444055557250977,-1.211977481842041,13.149141311645508,17.69772720336914,-4.157522201538086
CBRE,3.873627185821533,-7.108529090881348,-21.5852108001709,-8.213301658630371,-0.35624128580093384,12.57815933227539,19.55252456665039,-2.964905261993408
CCI,5.313503265380859,-6.813466548919678,-16.93499755859375,-10.42660140991211,-1.4312512874603271,14.073144912719727,18.51108169555664,0.37223029136657715
CCL,7.050826549530029,-0.6998067498207092,-14.436483383178711,-3.8954827785491943,-0.8683024048805237,15.006423950195312,16.80433464050293,7.1237382888793945
CDNS,-12.505993843078613,-16.416419982910156,-19.38450050354004,-4.244624614715576,-1.4652743339538574,6.821872234344482,6.974363803863525,8.397523880004883
CDW,5.544112205505371,-3.954073429107666,-17.586214065551758,-9.377366065979004,0.2778734564781189,9.942066192626953,18.308807373046875,-2.8966903686523438
CEG,6.580023765563965,-3.9312243461608887,-17.39650535583496,-6.284843921661377,0.10641878843307495,10.993796348571777,18.946678161621094,-1.1405789852142334
CF,-1.71006441116333,-5.590418338775635,-15.405773162841797,-9.059245109558105,2.6329946517944336,6.719018936157227,10.357295989990234,2.2034912109375
CFG,2.69197416305542,-4.537100791931152,-12.782915115356445,-8.72702693939209,-3.830829620361328,10.826997756958008,13.986682891845703,-6.572875499725342
CHD,2.1712636947631836,-10.362906455993652,-15.835909843444824,-8.399796485900879,-6.249045372009277,17.04547882080078,19.425922393798828,4.049709320068359
CHRW,7.243485450744629,-2.047177314758301,-18.610017776489258,-6.697043418884277,1.7994918823242188,12.245596885681152,18.192337036132812,0.285747766494751
CHTR,3.965290069580078,-2.982337474822998,-15.764436721801758,-7.119748115539551,-3.8175711631774902,15.36811637878418,17.705944061279297,1.5909371376037598
CI,5.61138391494751,-1.8113937377929688,-15.094533920288086,-3.8402035236358643,-1.2001118659973145,13.858732223510742,19.222496032714844,11.515888214111328
CINF,3.6190671920776367,-4.916906833648682,-18.073598861694336,-9.016410827636719,-2.490220069885254,12.052874565124512,18.7744197845459,-4.0393548011779785
CL,5.5116472244262695,-5.472261428833008,-18.05219078063965,-7.12232780456543,0.5733098387718201,14.794038772583008,16.994218826293945,-1.2812767028808594
CLX,4.232205390930176,-3.884281635284424,-19.067363739013672,-12.876999855041504,-0.19546252489089966,14.171165466308594,18.808799743652344,-0.7207105159759521
CMCSA,6.094987392425537,3.11014461517334,-20.700719833374023,-4.656633377075195,2.7471389770507812,12.63001823425293,21.755176544189453,7.358290195465088
CME,6.7298455238342285,-5.6012492179870605,-18.768651962280273,-4.71040153503418,0.20062154531478882,13.305967330932617,21.053485870361328,7.594674587249756
CMG,6.86076021194458,-5.711954593658447,-21.599531173706055,-4.524998664855957,0.5914728045463562,14.449568748474121,20.051401138305664,1.3910343647003174
CMI,5.657422065734863,-3.971221923828125,-17.14772605895996,-11.078200340270996,1.4657864570617676,9.581991195678711,17.401546478271484,-2.087725877761841
CMS,4.536391258239746,-4.860422134399414,-19.235361099243164,-10.934805870056152,-1.2398922443389893,13.452613830566406,20.515928268432617,0.007623448967933655
CNC,6.635653495788574,-1.3874573707580566,-19.13874053955078,-5.226417541503906,1.2029428482055664,15.318389892578125,17.47160530090332,0.7078325748443604
CNP,5.36232852935791,-2.7757577896118164,-16.52788543701172,-3.5998990535736084,-3.445411205291748,13.710214614868164,18.209089279174805,1.8293027877807617
COF,2.217268943786621,-6.678411960601807,-16.93559455871582,-3.79982590675354,-3.296572208404541,14.205607414245605,15.749618530273438,-3.9037413597106934
COO,3.968639850616455,-10.200844764709473,-16.40974235534668,-11.278914451599121,-2.825249195098877,13.945001602172852,19.237106323242188,2.1863863468170166
COP,7.002490043640137,-4.538448333740234,-19.334959030151367,-5.3298492431640625,0.4368595480918884,13.747611045837402,20.27301597595215,3.773348569869995
COR,2.257534980773926,-5.011011123657227,-15.484495162963867,-7.913386344909668,-2.8287832736968994,9.386798858642578,15.850423812866211,-8.074746131896973
COST,3.263040542602539,-4.8217926025390625,-16.46113395690918,-11.889333724975586,-0.7763708233833313,9.243600845336914,16.60820198059082,-5.847007751464844
CPAY,4.948369026184082,-4.476541996002197,-18.68611717224121,-11.399760246276855,0.31773823499679565,12.70187759399414,17.8488712310791,-2.7532503604888916
CPB,6.968050479888916,-7.733035087585449,-27.380760192871094,-4.825305938720703,4.234526634216309,15.117667198181152,21.636154174804688,4.608782768249512
CPRT,-1.7333991527557373,9.057084083557129,-9.966824531555176,-7.418441295623779,-2.035860061645508,-2.926074504852295,19.15709686279297,3.987783670425415
CPT,6.115761756896973,-4.167139530181885,-19.19093894958496,-8.431164741516113,0.9916135668754578,10.876409530639648,19.489356994628906,-1.237217903137207
CRL,6.283945083618164,-4.772735595703125,-13.992055892944336,-7.778777122497559,-2.3501906394958496,17.026750564575195,15.246582984924316,2.375387668609619
CRM,6.80758810043335,-3.616476058959961,-12.141119956970215,-6.624546051025391,-1.9683942794799805,11.551374435424805,17.945371627807617,6.720971584320068
CRWD,6.909029960632324,-5.047945022583008,-21.469629287719727,-8.443995475769043,1.3186695575714111,12.96390151977539,21.666706085205078,4.259159564971924
CSCO,-0.7328519821166992,-8.809800148010254,-11.933361053466797,-12.661478042602539,-2.7326302528381348,7.606916427612305,12.775886535644531,1.6551330089569092
CSGP,6.78352165222168,-6.109310626983643,-20.453533172607422,-3.457967519760132,0.37524956464767456,13.503705024719238,19.64116859436035,1.797741174697876
CSX,7.689475059509277,-1.261258602142334,-18.448265075683594,-4.299546241760254,1.3062527179718018,10.953705787658691,20.201129913330078,3.6161081790924072
CTAS,6.3342790603637695,-4.702744483947754,-18.44449806213379,-5.315702438354492,-1.383235216140747,13.222307205200195,20.315143585205078,1.5638351440429688
CTRA,4.9597320556640625,-4.509974479675293,-19.72105598449707,-10.512747764587402,0.4875032305717468,12.6495361328125,18.920978546142578,-2.204517126083374
CTSH,-2.036031723022461,-4.625959396362305,-12.920037269592285,-10.9953031539917,-5.694477558135986,8.148141860961914,12.465152740478516,-9.460443496704102
CTVA,2.2275867462158203,-10.562853813171387,-16.98819351196289,-9.277558326721191,-5.798516750335693,13.733421325683594,20.55076789855957,6.033708572387695
CVS,-3.5576109886169434,-3.9687185287475586,-6.85984468460083,-10.910240173339844,-6.616560459136963,8.222457885742188,11.448780059814453,-4.076586723327637
CVX,2.9056649208068848,-0.8553205132484436,6.3536529541015625,-6.055643558502197,-13.55882740020752,9.113195419311523,5.901355266571045,2.9161624908447266
CZR,2.293241500854492,-4.220758438110352,-15.04367446899414,-6.477844715118408,-3.3553476333618164,11.353094100952148,15.395537376403809,-7.462090015411377
D,5.62732458114624,-6.121753215789795,-14.255973815917969,-2.3789408206939697,-2.2823901176452637,12.361387252807617,19.269786834716797,9.238792419433594
DAL,3.838528633117676,-1.3305706977844238,-15.545504570007324,-5.419339656829834,-3.4519026279449463,22.910280227661133,13.009450912475586,10.448110580444336
DASH,-4.6337080001831055,-16.861316680908203,-23.69524383544922,-2.922846794128418,-0.10314518213272095,13.593841552734375,14.140314102172852,3.4631989002227783
DAY,0.40181973576545715,-8.402091026306152,-17.601276397705078,-9.484317779541016,2.7650537490844727,9.50218391418457,13.835065841674805,10.556129455566406
DD,2.3658347129821777,-3.2122654914855957,-10.538644790649414,-10.802576065063477,-1.543609857559204,5.802908420562744,16.38102149963379,14.434020042419434
DE,-6.067166328430176,-13.106968879699707,-16.589324951171875,-9.462148666381836,-9.410185813903809,12.846139907836914,21.583763122558594,3.0879342555999756
DECK,5.527607440948486,-3.5382771492004395,-14.315858840942383,-7.656035900115967,-2.23317289352417,11.245240211486816,18.04197883605957,-1.3454527854919434
DELL,4.031030654907227,-5.630824565887451,-19.328670501708984,-11.77641773223877,1.1061656475067139,10.467548370361328,18.226829528808594,-2.9476850032806396
DFS,2.1526074409484863,-6.5713276863098145,-15.586027145385742,-13.469771385192871,1.5744307041168213,7.723696708679199,13.788010597229004,-3.060905694961548
DG,3.794579029083252,-7.806061744689941,-16.44675064086914,-10.287363052368164,-2.0068280696868896,13.658191680908203,18.13817024230957,-0.9818713665008545
DGX,6.379051685333252,3.735438823699951,-9.46263313293457,-0.09616992622613907,-2.5796046257019043,10.21076774597168,16.340293884277344,5.208508014678955
DHI,5.1612629890441895,-3.479729175567627,-16.615726470947266,-8.697978019714355,-2.7632837295532227,14.553464889526367,19.24427604675293,0.6955621242523193
DHR,4.6710333824157715,-5.22652530670166,-19.06947135925293,-10.93775463104248,0.2973868250846863,11.005894660949707,19.356460571289062,-2.033412456512451
DIS,6.766610145568848,-2.3540940284729004,-15.628427505493164,-7.788276672363281,-1.1304852962493896,12.98061752319336,18.52333641052246,1.5060622692108154
DLR,4.458911895751953,-7.194206714630127,-16.787019729614258,-3.0496745109558105,1.5633354187011719,12.532088279724121,18.40292739868164,14.874565124511719
DLTR,6.095705032348633,-4.5793914794921875,-22.477964401245117,-9.905095100402832,0.4131852984428406,16.735816955566406,21.182775497436523,4.6582770347595215
DOC,3.9325037002563477,-0.9253430962562561,-7.5951008796691895,0.6339689493179321,-5.2493672370910645,7.108611583709717,12.90908145904541,-3.449078321456909
DOV,5.28626012802124,-6.436542987823486,-10.49858283996582,-5.805184364318848,-2.89001202583313,21.555706024169922,6.5834784507751465,12.568981170654297
DOW,6.071393013000488,-4.9136834144592285,-18.120203018188477,-8.948280334472656,-0.4578152298927307,13.368719100952148,19.63943099975586,0.4712955951690674
DPZ,-2.69368314743042,-7.255109786987305,-5.577336311340332,-10.422032356262207,-7.2330522537231445,7.346084117889404,13.183622360229492,0.2688593864440918
DRI,6.953275203704834,-3.5672597885131836,-18.782468795776367,-7.876340389251709,-0.6453943848609924,13.646952629089355,20.606266021728516,4.070733070373535
DTE,5.338042736053467,-5.977521896362305,-18.059030532836914,-5.055488586425781,-0.2559970021247864,11.213035583496094,19.12157440185547,-1.6996583938598633
DUK,5.63346004486084,-3.4663476943969727,-17.693483352661133,-5.987462997436523,-0.989147961139679,15.608878135681152,17.656429290771484,-0.19586513936519623
DVA,5.57427978515625,-3.490081787109375,-17.6491641998291,-8.83324909210205,-0.4851000905036926,15.354103088378906,17.283605575561523,-1.220057725906372
DVN,4.043604373931885,-5.617433071136475,-16.09573745727539,-15.559670448303223,-0.6641624569892883,11.702566146850586,18.146751403808594,2.270766019821167
DXCM,-2.493837833404541,-4.196893215179443,-7.151291847229004,-11.37085247039795,-8.034577369689941,9.019448280334473,11.354352951049805,-8.91795539855957
EA,7.572023391723633,0.13053318858146667,-12.785294532775879,-5.500596046447754,0.41177576780319214,8.359763145446777,16.844825744628906,1.8260552883148193
EBAY,4.0014472007751465,-5.046530723571777,-20.448781967163086,-9.148340225219727,-4.777207851409912,15.993289947509766,23.078399658203125,5.130898952484131
ECL,5.616197109222412,-4.980071067810059,-16.95341682434082,-10.789816856384277,-2.267861843109131,14.87094497680664,20.508724212646484,6.760189056396484
ED,7.258306503295898,-5.878330230712891,-24.454172134399414,-7.666784286499023,3.2645068168640137,14.736791610717773,21.72090721130371,4.953639507293701
EFX,4.005083084106445,-2.354578971862793,-17.84265899658203,-5.53997802734375,-0.12618571519851685,13.703544616699219,15.547204971313477,-4.901447296142578
EG,5.671849250793457,-4.43326473236084,-15.330410957336426,-10.906718254089355,-0.8900309205055237,12.89978313446045,18.049219131469727,0.6806843280792236
EIX,3.8213043212890625,-5.146819114685059,-17.62779998779297,-7.053745746612549,-0.7339103817939758,10.303707122802734,17.538312911987305,-5.446775436401367
EL,0.8091654777526855,-4.1894917488098145,-17.386302947998047,-11.088604927062988,-0.29647141695022583,14.509841918945312,13.984328269958496,-5.655992031097412
ELV,5.974502086639404,-1.0621337890625,-9.160139083862305,0.517870306968689,-2.501004695892334,10.507627487182617,15.787445068359375,8.226091384887695
EMN,5.619699001312256,-3.3423614501953125,-15.777301788330078,-6.127014636993408,-1.7954528331756592,11.865015029907227,17.523029327392578,-2.445361614227295
EMR,2.885244369506836,-9.348956108093262,-15.593526840209961,-10.964828491210938,-6.665069580078125,15.051400184631348,21.410499572753906,5.105086326599121
ENPH,4.731847286224365,-6.687885761260986,-18.485204696655273,-9.8883695602417,-2.1008682250976562,13.3499174118042,20.433347702026367,-0.37753987312316895
EOG,5.587869167327881,1.0447282791137695,-7.1831374168396,-5.83552360534668,-3.8873023986816406,9.847658157348633,13.79923152923584,0.6590821743011475
EPAM,-1.331860065460205,-7.553849220275879,-15.66319751739502,-9.82848072052002,-5.824338912963867,10.92473316192627,16.04522132873535,-8.31985092163086
EQIX,6.835237979888916,-2.5885746479034424,-10.63262939453125,-4.918506622314453,-1.789018154144287,11.065987586975098,16.1981258392334,6.986510276794434
EQR,6.776798725128174,-1.8976845741271973,-19.047210693359375,-8.256277084350586,0.6754876971244812,13.21078109741211,19.918567657470703,1.9660961627960205
EQT,6.3908209800720215,-8.33512020111084,-17.567707061767578,-8.076813697814941,-0.4409577250480652,19.44181251525879,12.38127613067627,2.4318177700042725
ERIE,-7.498848915100098,-7.497081756591797,-8.792699813842773,-18.55510902404785,-7.677143096923828,5.348021984100342,8.21554946899414,-8.311965942382812
ES,4.551971912384033,-4.079989433288574,-21.00422477722168,-9.67814826965332,2.179520606994629,11.647499084472656,18.295095443725586,-2.5108513832092285
ESS,6.854054927825928,1.390200138092041,-15.434686660766602,-1.4743953943252563,0.8661262392997742,14.772377014160156,16.170040130615234,4.575760364532471
ETN,6.702029705047607,-9.514697074890137,-20.705411911010742,-8.510478973388672,0.014783322811126709,20.133119583129883,15.246893882751465,4.302270412445068
ETR,3.8148956298828125,-5.9745707511901855,-18.991941452026367,-12.187296867370605,0.02853459119796753,11.205443382263184,18.57733154296875,-3.174077272415161
EVRG,6.244701385498047,-2.553715229034424,-20.282155990600586,-6.9533796310424805,2.1040244102478027,17.085586547851562,15.807390213012695,-0.18168829381465912
EW,5.3581976890563965,-1.4894919395446777,-17.053150177001953,-4.371588706970215,-0.17168337106704712,16.659748077392578,15.915733337402344,0.6476130485534668
EXC,7.720623970031738,-2.14078950881958,-14.882913589477539,-3.6839981079101562,-0.04845672845840454,12.779979705810547,17.318063735961914,4.377164840698242
EXE,5.039870738983154,-3.1098947525024414,-14.781227111816406,-4.867609977722168,-1.7547008991241455,13.110812187194824,15.170896530151367,-3.4690001010894775
EXPD,-3.7662906646728516,-1.3734440803527832,-15.580129623413086,-3.4311165809631348,-0.9291191697120667,6.725758075714111,5.997928619384766,-5.762702465057373
EXPE,6.344956398010254,-4.286952018737793,-16.723047256469727,-7.119104385375977,-1.0394096374511719,11.463327407836914,19.730623245239258,0.66861891746521
EXR,0.9795045852661133,-12.761160850524902,-12.646598815917969,-9.974562644958496,-3.4917235374450684,14.124666213989258,13.846355438232422,6.67081880569458
F,5.891339302062988,-3.3620495796203613,-13.470197677612305,-8.705693244934082,-2.003795623779297,14.368972778320312,15.855655670166016,-0.4643387794494629
FANG,1.1705427169799805,-7.153702259063721,-3.8944926261901855,-12.389922142028809,-6.837532997131348,9.67672348022461,11.739754676818848,-1.6163156032562256
FAST,-0.1002015769481659,-8.369081497192383,-17.953731536865234,-10.64619255065918,-3.7321009635925293,11.365694999694824,17.097871780395508,-7.474737644195557
FCX,6.074936866760254,-3.681380271911621,-17.98270606994629,-9.764492988586426,0.18982142210006714,11.90083122253418,19.00063133239746,-0.8436715602874756
FDS,3.8224854469299316,-5.828164100646973,-12.744245529174805,-11.313750267028809,-3.974226951599121,10.577934265136719,17.719419479370117,-1.9066531658172607
FDX,6.664794921875,-2.0679259300231934,-16.1860408782959,-7.003864765167236,-0.10386759042739868,11.590317726135254,17.487878799438477,-1.0462372303009033
FE,1.9737253189086914,-9.432177543640137,-18.737897872924805,-11.648109436035156,-5.796846866607666,12.172650337219238,23.516916275024414,4.6698102951049805
FFIV,6.298472881317139,-4.457791328430176,-19.02619171142578,-4.059704303741455,2.0764026641845703,14.396300315856934,13.005824089050293,-2.6808433532714844
FI,3.844625949859619,-10.059428215026855,-18.104639053344727,-10.05260944366455,-3.3975841999053955,15.366008758544922,19.906246185302734,5.73421573638916
FICO,5.395451068878174,-4.374080657958984,-23.100290298461914,-8.248034477233887,2.4978749752044678,13.89732837677002,20.17660903930664,0.10710789263248444
FIS,3.13926362991333,-4.970874309539795,-20.736536026000977,-12.235774040222168,1.7721045017242432,11.783174514770508,17.641124725341797,-3.178809642791748
